name,symbol,seller_fee_basis_points,Monkey Name,Monkey ID,Monkey Parents,Monkey Gender,Monkey Date of Birth,Alpha Score,Color,Tattoo,Hairstyle,Eyes,Mouth,Nose,Ears,Arms,Legs,Outfit,Pattern Style,Accuracy,Max Accuracy,Passing,Max Passing,Defense,Max Defense,Control,Max Control,Precision Shot,Protective Holding,Hard Header,Flank Pass,Extreme Pressing,Pass Interception,Hard Tackle,Defensive Awareness,Last Stand Defense,Golden Gloves,Goalie Resistance,Goalie Long Ball,Monkey evolution history,Type,Created,collection: name/family,creators: address/share
Monkey #11240,ML,450,Boyzy,11240,,Male,2022-01-24T20:29:31.8976,461,MonkeyBrown,Tiger Skin,Slicked Back with Bandana,Sad,Poker Face Grin,Pointed,Elf,Feather Tip Muscle,Bare,Plain Tee,Inverted Pulse,17,84,14,83,16,79,17,85,0.07,0.09,0.1,0.07,0.07,0.1,0.08,0.15,0.09,0.07,0.04,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11323,ML,450,Gagoo,11323,,Male,2022-01-24T20:29:31.9289,493,Frankenstein Green,Tiger Skin,Slicked Back,Mindful,Poker Face Grin,Pig Nose,Single Ear Gold Hoop,Bare Muscle Arm,Flame Tip,Sleeveless Hoodie & Headphones,Zig Zag,14,85,18,82,15,76,16,80,0.04,0.07,0.03,0.14,0.11,0.06,0.05,0.1,0.06,0.1,0.1,0.18,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11116,ML,450,Hilak,11116,,Male,2022-01-24T20:29:31.8502,509,Grapefruit Pink,None,Greased Lightning,Furious,Smirk,Pig Nose,Single Ear Gold Hoop,Wing Tip Skinny,Flame Tip,Sleeveless Hoodie,Diamond Stripes,13,95,13,83,19,92,16,77,0.06,0.08,0.02,0.09,0.07,0.1,0.04,0.12,0.08,0.04,0.13,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11126,ML,450,Furick,11126,,Male,2022-01-24T20:29:31.8546,375,Frankenstein Green,Tribal,Crown Top,Mindful,Smirk,Waterfall,Spoon,Bare Muscle Arm,Leaf Tip,Silver MonkeyKing Chain,Plain Tee,15,87,11,86,19,79,15,79,0.08,0.02,0.09,0.06,0.02,0.08,0.06,0.09,0.13,0.13,0.09,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11259,ML,450,Zalshi,11259,,Male,2022-01-24T20:29:31.9047,572,MonkeyPink,None,Greased Lightning,Shocked Glass Eyes,Yelling Grin,Pig Nose,Block,Wing Tip Skinny,Leaf Tip,Hoodie,New Age Stripes,15,80,15,83,13,79,17,92,0.06,0.1,0.15,0.09,0.05,0.06,0.06,0.08,0.1,0.06,0.07,0.14,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11087,ML,450,Dierri,11087,,Male,2022-01-24T20:29:31.8394,417,Ash Black,None,Mountain Top,Hulky Green Laser Mechanical Eyes,Poker Face Grin,Pig Nose,Pigeon,Bare Muscle Arm,Bare,Silver Aztec Chain,Pillared Stripes,20,79,18,85,17,81,23,81,0.11,0.08,0.03,0.08,0.05,0.1,0.06,0.02,0.16,0.1,0.08,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11198,ML,450,Mooski,11198,,Male,2022-01-24T20:29:31.8817,350,Hot Purple,None,Backward Snapback Cap,Thin Bridge MonkeyFocals,Smile,Stubby,Spoon,Bare Muscle Arm,Leaf Tip,Plain Tee,Plain Tee,16,82,15,86,13,84,15,89,0.02,0.08,0.08,0.04,0.05,0.07,0.04,0.12,0.06,0.08,0.09,0.02,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11226,ML,450,Rokthi,11226,,Male,2022-01-24T20:29:31.8923,489,Northern Blue,Tribal,Slicked Back,Sad,Poker Face Grin,Pig Nose,Spoon,Wing Tip Skinny,Leaf Tip,Plain Tee,Lightning Bolt ,19,94,13,81,14,78,11,84,0.11,0.03,0.1,0.1,0.06,0.16,0.06,0.12,0.04,0.09,0.05,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11346,ML,450,Benvo,11346,,Male,2022-01-24T20:29:31.9375,390,Ash Black,Lion King,Swirly Top,Vengeful,Smirk,Waterfall,Single Ear Gold Spikes,Bare Muscle Arm,Bare,Plain Tee,Plain Tee,13,92,13,89,15,87,17,82,0.05,0.11,0.09,0.06,0.08,0.08,0.08,0.15,0.05,0.03,0.02,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11360,ML,450,Kenino,11360,,Male,2022-01-24T20:29:31.9432,386,Titanic Blue,Lion King,Mountain Top,Mindful,Game Face Grin,Waterfall,Spoon,Bare Muscle Arm,Flame Tip,Hoodie,Diamond Stripes,15,80,13,81,17,83,14,87,0.24,0.19,0.13,0.14,0.05,0.11,0.08,0.03,0.09,0.11,0.19,0.13,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11111,ML,450,Bumon,11111,,Male,2022-01-24T20:29:31.8484,534,Northern Blue,Tribal,Mountain Top,Thin Bridge MonkeyFocals,Toothpick Grin,Pointed,Elf,Feather Tip Muscle,Flame Tip,Sleeveless Hoodie,Plain Tee,13,76,14,81,13,77,13,90,0.11,0.08,0.07,0.05,0.11,0.06,0.16,0.11,0.19,0.09,0.08,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11153,ML,450,Conmo,11153,,Male,2022-01-24T20:29:31.8648,505,Northern Brown,None,Bandana Cap,Furious,Yelling Grin,Pig Nose,Block,Bare Muscle Arm,Wing Tip,Silver MonkeyKing Chain,Horizontal Stripes,13,83,18,81,11,81,16,81,0.12,0.05,0.09,0.12,0.17,0.09,0.13,0.1,0.05,0.12,0.06,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11117,ML,450,Sansol,11117,,Male,2022-01-24T20:29:31.8506,488,MonkeyRed,Tiger Skin,Slicked Back with Bandana,Sad,Smirk,Stubby,Elf,Wing Tip Skinny,Wing Tip,Hoodie,Half n Half,17,77,17,86,20,76,13,86,0.03,0.08,0.09,0.08,0.06,0.1,0.07,0.17,0.05,0.02,0.19,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11093,ML,450,Zalmin,11093,,Male,2022-01-24T20:29:31.8417,390,MonkeyBrick Red,None,Messy Spikes,Furious,Poker Face Grin,Waterfall,Double Ear Gold Hoop,Flame Tip Max Muscle,Bare,Silver Aztec Chain,Inverted Pulse,15,81,12,75,16,85,16,83,0.1,0.04,0.14,0.06,0.05,0.07,0.09,0.05,0.19,0.05,0.05,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11152,ML,450,Atpni,11152,,Male,2022-01-24T20:29:31.8644,433,Christmas Green,Tiger Skin,Flame Top,Vengeful,Smile,Waterfall,Double Ear Gold Hoop,Feather Tip Muscle,Wing Tip,Hoodie,Razor Spike,17,83,15,79,12,100,14,80,0.06,0.06,0.05,0.1,0.05,0.04,0.01,0.05,0.05,0.09,0.05,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11376,ML,450,Juqe,11376,,Male,2022-01-24T20:29:31.9492,448,Chalk White,None,Backward Snapback Cap,Sport MonkeyFocals,Game Face Grin,Pig Nose,Pointed,Leaf Tip Max Muscle,Bare,Plain Tee,Plain Tee,14,93,12,80,17,86,22,80,0.04,0.04,0.12,0.18,0.1,0.15,0.15,0.07,0.04,0.11,0.09,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11285,ML,450,Bulzel,11285,,Male,2022-01-24T20:29:31.9145,483,MonkeyBrick Red,Tiger Skin,Slicked Back Bun,Shocked Glass Eyes,Laughing,Pointed,Single Ear Gold Spikes,Wing Tip Skinny,Bare,Silver MonkeyTough Chain,Plain Tee,16,87,17,81,13,80,14,81,0.09,0.08,0.12,0.11,0.07,0.12,0.05,0.08,0.06,0.12,0.09,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11344,ML,450,Saaf,11344,,Male,2022-01-24T20:29:31.9368,384,Indigo Blue,Lion King,Crown Top,Shocked Glass Eyes,Smirk,Pig Nose,Double Ear Gold Hoop,Bare Muscle Arm,Flame Tip,Hoodie,Plain Tee,17,79,18,95,16,82,15,84,0.04,0.05,0.13,0.07,0.06,0.12,0.03,0.06,0.11,0.1,0.11,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11157,ML,450,Chugig,11157,,Male,2022-01-24T20:29:31.8663,410,Northern Brown,Tribal,Solid Color Backward Snapback Cap,Vengeful,Poker Face Grin,Waterfall,Spoon,Leaf Tip Max Muscle,Bare,Hoodie,Inverted Pulse,15,82,10,82,17,80,15,81,0.08,0.08,0.16,0.11,0.11,0.09,0.15,0.07,0.06,0.04,0.09,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11352,ML,450,Rykoo,11352,,Male,2022-01-24T20:29:31.9403,581,Sandy Beach,Tiger Skin,Tidal Wave,Hulky Green Laser Mechanical Eyes,Poker Face Grin,Waterfall,Double Ear Gold Hoop,Wing Tip Skinny,Wing Tip,Hoodie & Headphones,Pillared Stripes,11,81,16,92,15,77,13,78,0.12,0.06,0.1,0.03,0.04,0.06,0.06,0.06,0.04,0.17,0.17,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11136,ML,450,Takje,11136,,Male,2022-01-24T20:29:31.8584,610,Smurfy Blue,Dragon Flames,Flame Top,Sport MonkeyFocals,Smile,Pointed,Elf,Feather Tip Muscle,Bare,Hoodie & Headphones,Lightning Bolt ,12,78,14,88,15,82,17,76,0.07,0.03,0.08,0.1,0.1,0.05,0.06,0.07,0.05,0.07,0.04,0.16,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11162,ML,450,Ralha,11162,,Male,2022-01-24T20:29:31.8682,537,Himalayan Green,Tribal,Slicked Back with Bandana,Angry,Smirk,Pig Nose,Pigeon,Wing Tip Skinny,Flame Tip,Sleeveless Hoodie & Headphones,Zig Zag,14,81,13,81,16,81,17,79,0.12,0.17,0.06,0.07,0.17,0.04,0.05,0.07,0.07,0.11,0.12,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11211,ML,450,Sunri,11211,,Male,2022-01-24T20:29:31.8866,387,MonkeyBrown,None,Tidal Wave,Thin Bridge MonkeyFocals,Poker Face Grin,Stubby,Pointed,Leaf Tip Max Muscle,Bare,Sleeveless Hoodie & Headphones,Inverted Pulse,16,82,14,84,12,75,14,85,0.09,0.09,0.07,0.09,0.06,0.12,0.11,0.06,0.08,0.02,0.02,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11271,ML,450,Camo,11271,,Male,2022-01-24T20:29:31.9092,548,Christmas Green,Tiger Skin,Messy Spikes,Furious,Yelling Grin,Pig Nose,Block,Bare Muscle Arm,Flame Tip,Gold MonkeySkull Chain,Lightning Bolt ,16,88,18,85,13,82,14,87,0.09,0.1,0.15,0.17,0.04,0.1,0.11,0.11,0.03,0.03,0.08,0.08,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11172,ML,450,Penre,11172,,Male,2022-01-24T20:29:31.8719,562,Jungle Green,Tiger Skin,Hipster Beanie,Shocked,Yelling Grin,Pig Nose,Single Ear Gold Hoop,Flame Tip Max Muscle,Flame Tip,Hoodie,New Age Stripes,13,81,16,83,12,80,21,95,0.23,0.06,0.1,0.04,0.22,0.13,0.23,0.08,0.09,0.09,0.16,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11182,ML,450,Siderri,11182,,Male,2022-01-24T20:29:31.8756,513,MonkeyBrown,Dragon Flames,Slicked Back with Bandana,Amazed,Game Face Grin,Waterfall,Double Ear Gold Hoop,Bare Muscle Arm,Bare,Sleeveless Hoodie,Sun Ray,18,90,18,85,18,79,15,87,0.08,0.06,0.13,0.04,0.08,0.12,0.09,0.09,0.11,0.09,0.05,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11270,ML,450,Deeab,11270,,Male,2022-01-24T20:29:31.9088,428,Christmas Green,Tribal,Crown Top,Amazed,Smile,Stubby,Block,Flame Tip Max Muscle,Wing Tip,Hoodie,Horizontal Stripes,18,82,19,83,18,78,15,81,0.15,0.11,0.09,0.09,0.16,0.07,0.04,0.06,0.13,0.09,0.14,0.11,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11307,ML,450,Sinnes,11307,,Male,2022-01-24T20:29:31.9228,565,Blurple,None,Flame Top,Thin Bridge MonkeyFocals,Poker Face Grin,Silver Septum Ring on Stubby Nose,Single Ear Gold Hoops,Wing Tip Skinny,Bare,Sleeveless Hoodie & Headphones,New Age Stripes,15,86,16,83,12,81,15,79,0.06,0.16,0.03,0.1,0.21,0.1,0.02,0.02,0.02,0.04,0.08,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11076,ML,450,Tekne,11076,,Male,2022-01-24T20:29:31.8350,521,Titanic Blue,None,Swirly Top,Sport MonkeyFocals,Toothpick Grin,Waterfall,Single Ear Gold Hoops,Wing Tip Skinny,Wing Tip,Hoodie,Horizontal Stripes,18,89,15,85,14,84,12,80,0.01,0.11,0.08,0.05,0.03,0.08,0.05,0.08,0.09,0.02,0.05,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11306,ML,450,Rosam,11306,,Male,2022-01-24T20:29:31.9225,488,Cherry Red,Tribal,Crown Top,Furious,Smirk,Stubby,Block,Feather Tip Muscle,Leaf Tip,Silver MonkeyKing Chain,Zig Zag,14,80,15,84,12,84,13,82,0.06,0.08,0.09,0.05,0.05,0.1,0.07,0.13,0.13,0.14,0.12,0.13,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11341,ML,450,Sazoo,11341,,Male,2022-01-24T20:29:31.9357,541,Northern Blue,Lion King,Tidal Wave,Thin Bridge MonkeyFocals,Smirk,Silver Septum Ring on Stubby Nose,Single Ear Gold Hoop,Wing Tip Skinny,Flame Tip,Silver Aztec Chain,Horizontal Stripes,13,81,18,78,13,90,12,83,0.03,0.02,0.12,0.05,0.04,0.05,0.24,0.11,0.02,0.05,0.05,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11374,ML,450,Qeami,11374,,Male,2022-01-24T20:29:31.9484,394,Himalayan Green,None,Mountain Top,Vengeful,Smirk,Stubby,Elf,Leaf Tip Max Muscle,Wing Tip,Hoodie,Pillared Stripes,16,77,19,80,15,79,17,86,0.06,0.16,0.09,0.06,0.01,0.04,0.07,0.18,0.06,0.02,0.1,0.03,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11361,ML,450,Ortsu,11361,,Male,2022-01-24T20:29:31.9436,549,Snowy White,Tribal,Crown Top,Vengeful,Poker Face Grin,Silver Septum Ring on Stubby Nose,Single Ear Gold Spikes,Bare Muscle Arm,Flame Tip,Hoodie,Lightning Bolt ,14,88,15,87,18,80,12,97,0.04,0.06,0.04,0.09,0.04,0.02,0.08,0.08,0.12,0.04,0.09,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11386,ML,450,Saton,11386,,Male,2022-01-24T20:29:31.9529,622,Northern Brown,Tiger Skin,Messy Spikes,Wicked Glass Eyes,Game Face Grin,Silver Septum Ring on Stubby Nose,Elf,Flame Tip Max Muscle,Leaf Tip,Silver Aztec Chain,Lightning Bolt ,14,80,16,84,13,76,23,81,0.04,0.12,0.14,0.05,0.07,0.13,0.09,0.18,0.1,0.16,0.11,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11245,ML,450,Rokvel,11245,,Male,2022-01-24T20:29:31.8995,558,Avatar Blue,Dragon Flames,Tidal Wave,Crimson Red Mechanical Lasers,Toothpick Grin,Stubby,Pigeon,Leaf Tip Max Muscle,Wing Tip,Hoodie,Razor Spike,12,78,12,98,16,76,13,79,0.1,0.09,0.05,0.1,0.07,0.06,0.06,0.05,0.1,0.1,0.06,0.17,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11101,ML,450,Rotin,11101,,Male,2022-01-24T20:29:31.8447,489,Indigo Blue,Dragon Flames,Greased Lightning,Furious,Yelling Grin,Waterfall,Double Ear Gold Hoop,Leaf Tip Max Muscle,Flame Tip,Plain Tee,Zig Zag,16,82,15,80,18,95,14,78,0.12,0.08,0.08,0.05,0.08,0.19,0.07,0.08,0.09,0.02,0.03,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11310,ML,450,Shami,11310,,Male,2022-01-24T20:29:31.9240,445,Ash Black,Tribal,Mountain Top,Sad,Poker Face Grin,Pig Nose,Double Ear Gold Hoop,Bare Muscle Arm,Leaf Tip,Plain Tee,Inverted Pulse,15,82,13,78,23,82,12,80,0.18,0.11,0.09,0.03,0.05,0.18,0.11,0.11,0.04,0.08,0.05,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11166,ML,450,Budoo,11166,,Male,2022-01-24T20:29:31.8697,378,Nashville Green,None,Mountain Top,Furious,Smirk,Pig Nose,Block,Leaf Tip Max Muscle,Bare,Sleeveless Hoodie,Inverted Pulse,15,81,22,80,16,87,19,80,0.07,0.03,0.1,0.07,0.04,0.09,0.09,0.05,0.08,0.11,0.06,0.09,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11204,ML,450,Ocerri,11204,,Male,2022-01-24T20:29:31.8840,433,Ash Black,None,Hipster Beanie,Shocked Glass Eyes,Smirk,Silver Septum Ring on Stubby Nose,Block,Bare Muscle Arm,Leaf Tip,Hoodie,Diamond Stripes,17,86,14,80,15,80,17,77,0.03,0.02,0.24,0.03,0.15,0.1,0.08,0.12,0.06,0.06,0.05,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11265,ML,450,Deecon,11265,,Male,2022-01-24T20:29:31.9070,409,Indigo Blue,Tiger Skin,Slicked Back with Bandana,Sport MonkeyFocals,Poker Face Grin,Pointed,Pointed,Bare Muscle Arm,Leaf Tip,Hoodie & Headphones,Inverted Pulse,17,81,14,87,19,81,15,81,0.11,0.09,0.11,0.06,0.04,0.08,0.08,0.2,0.13,0.09,0.1,0.1,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11256,ML,450,Lezel,11256,,Male,2022-01-24T20:29:31.9036,391,Indigo Blue,Tribal,Crown Top,Furious,Yelling Grin,Pointed,Spoon,Flame Tip Max Muscle,Flame Tip,Plain Tee,Plain Tee,14,79,11,80,12,80,16,83,0.04,0.12,0.05,0.1,0.13,0.14,0.07,0.03,0.01,0.02,0.09,0.15,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11168,ML,450,Vigig,11168,,Male,2022-01-24T20:29:31.8704,544,Ash Black,Dragon Flames,Mountain Top,Shocked Glass Eyes,Lolly Pop,Waterfall,Block,Flame Tip Max Muscle,Wing Tip,Hoodie,New Age Camouflage,15,79,15,79,16,78,11,87,0.11,0.03,0.07,0.07,0.06,0.05,0.04,0.06,0.05,0.1,0.09,0.13,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11334,ML,450,Kerick,11334,,Male,2022-01-24T20:29:31.9331,472,Northern Blue,Tribal,Plain Colored Tip Snapback Cap,Amazed,Poker Face Grin,Pig Nose,Spoon,Leaf Tip Max Muscle,Wing Tip,Silver Aztec Chain,Half n Half,17,86,14,88,23,79,15,79,0.03,0.08,0.06,0.11,0.02,0.11,0.12,0.1,0.08,0.09,0.07,0.04,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11329,ML,450,Oblan,11329,,Male,2022-01-24T20:29:31.9312,418,Titanic Blue,Tiger Skin,Flame Top,Vengeful,Smile,Stubby,Single Ear Gold Spikes,Bare Muscle Arm,Wing Tip,Sleeveless Hoodie,Lightning Bolt ,17,79,15,79,18,92,21,85,0.11,0.09,0.12,0.05,0.07,0.1,0.08,0.1,0.14,0.04,0.05,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11330,ML,450,Moatom,11330,,Male,2022-01-24T20:29:31.9316,465,Chalk White,None,Slicked Back with Bandana,Furious,Game Face Grin,Pig Nose,Pointed,Bare Muscle Arm,Bare,Sleeveless Hoodie,Pillared Stripes,16,86,20,82,17,76,17,82,0.05,0.05,0.07,0.07,0.09,0.1,0.03,0.03,0.12,0.07,0.12,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11108,ML,450,Bamru,11108,,Male,2022-01-24T20:29:31.8472,490,Charcoal Black,Lion King,Flame Top,Sad,Game Face Grin,Stubby,Single Ear Gold Spikes,Leaf Tip Max Muscle,Flame Tip,Plain Tee,Half n Half,15,80,10,82,16,80,14,80,0.04,0.11,0.13,0.2,0.06,0.06,0.06,0.06,0.02,0.06,0.06,0.07,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11338,ML,450,Chavel,11338,,Male,2022-01-24T20:29:31.9345,539,Titanic Blue,None,Solid Color Backward Snapback Cap,Sport MonkeyFocals,Game Face Grin,Pig Nose,Block,Wing Tip Skinny,Flame Tip,Plain Tee,Pillared Stripes,24,79,21,85,16,83,15,82,0.07,0.07,0.02,0.09,0.04,0.06,0.05,0.09,0.1,0.12,0.09,0.06,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11288,ML,450,Moazi,11288,,Male,2022-01-24T20:29:31.9156,431,Northern Blue,Tiger Skin,Mountain Top,Focused,Poker Face Grin,Pointed,Spoon,Feather Tip Muscle,Wing Tip,Sleeveless Hoodie,Zig Zag,16,87,13,84,11,87,14,80,0.08,0.06,0.06,0.05,0.07,0.11,0.03,0.11,0.22,0.01,0.11,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11216,ML,450,Itsuidee,11216,,Male,2022-01-24T20:29:31.8885,630,MonkeyRed,None,Hipster Beanie,Wicked Glass Eyes,Toothpick Grin,Pig Nose,Elf,Feather Tip Muscle,Leaf Tip,Silver Aztec Chain,Pillared Stripes,18,81,12,78,13,81,15,80,0.03,0.03,0.08,0.1,0.11,0.05,0.02,0.07,0.11,0.15,0.02,0.05,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
Monkey #11365,ML,450,Samiz,11365,,Male,2022-01-24T20:29:31.9451,574,Snowy White,Ancient Script,Messy Spikes,Sport MonkeyFocals,Smirk,Stubby,Double Ear Gold Hoops,Bare Muscle Arm,Wing Tip,Sleeveless Hoodie & Headphones,Diamond Stripes,14,86,13,94,14,81,16,85,0.21,0.05,0.03,0.1,0.09,0.14,0.1,0.08,0.06,0.05,0.06,0.12,[],Monkey,1643048971,2022 Gen Zero/MonkeyLeague,BAjb6D4n8LGrzGpncShKFxkD8dpGKM3KoZ6yrmSrai8k/100
